id,place_name,category_name,category_group_code,address_name,road_address_name,phone,place_url,lat,lon
1509351981,183편의점,"가정,생활 > 편의점",CS2,제주특별자치도 제주시 영평동 2111,제주특별자치도 제주시 제주대학로 183,064-702-0183,http://place.map.kakao.com/1509351981,33.4631797,126.5682977
1194807716,3분마트 스테이디앤디점,"가정,생활 > 편의점",CS2,제주특별자치도 서귀포시 대정읍 영락리 1551-4,제주특별자치도 서귀포시 대정읍 노을해안로 216-3,,http://place.map.kakao.com/1194807716,33.2459589,126.2068417
335884834,CU C여미지식물원점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 색달동 2484-1,제주특별자치도 서귀포시 중문관광로 93,,http://place.map.kakao.com/335884834,33.2527396,126.4143197
1607550015,CU C제주대첨단캠퍼스점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 제주시 아라일동 3005-3,제주특별자치도 제주시 첨단로8길 40,,http://place.map.kakao.com/1607550015,33.4472054,126.5678423
777083226,CU L제주예시장점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 제주시 애월읍 유수암리 1206,제주특별자치도 제주시 애월읍 평화로 2144,,http://place.map.kakao.com/777083226,33.4078391,126.3960810
19203273,CU 강정마을점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 강정동 4405,제주특별자치도 서귀포시 이어도로 579,064-739-2490,http://place.map.kakao.com/19203273,33.2360852,126.4786310
27577531,CU 구억삼거리점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 대정읍 안성리 2015-2,제주특별자치도 서귀포시 대정읍 중산간서로 2397,,http://place.map.kakao.com/27577531,33.2711831,126.2787885
813412254,CU 금호제주리조트점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 남원읍 남원리 2384-1,제주특별자치도 서귀포시 남원읍 태위로 522-12,064-766-8020,http://place.map.kakao.com/813412254,33.2736238,126.7027560
10046605,CU 남제주점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 남원읍 남원리 105,제주특별자치도 서귀포시 남원읍 태위로 673,010-6488-1721,http://place.map.kakao.com/10046605,33.2790752,126.7182852
17042335,CU 대정하모리점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 대정읍 하모리 938-2,제주특별자치도 서귀포시 대정읍 최남단해안로 2,,http://place.map.kakao.com/17042335,33.2202594,126.2518133
10047004,CU 도두항점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 제주시 도두일동 2625-1,제주특별자치도 제주시 서해안로 164,064-711-3025,http://place.map.kakao.com/10047004,33.5040075,126.4664201
473887678,CU 라마다함덕호텔점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 제주시 조천읍 함덕리 3061,제주특별자치도 제주시 조천읍 신북로 470,,http://place.map.kakao.com/473887678,33.5431498,126.6598735
17046061,CU 모슬포점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 대정읍 상모리 3854-10,제주특별자치도 서귀포시 대정읍 상모대서로 25,064-794-5077,http://place.map.kakao.com/17046061,33.2254164,126.2567363
398355308,CU 무수천점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 제주시 애월읍 광령리 53-3,제주특별자치도 제주시 애월읍 광성로 348,,http://place.map.kakao.com/398355308,33.4607334,126.4443815
17045797,CU 벨라테라스점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 성산읍 고성리 127-2,제주특별자치도 서귀포시 성산읍 섭지코지로 107,064-731-7724,http://place.map.kakao.com/17045797,33.4301847,126.9278913
24893416,CU 봄그리고가을리조트점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 성산읍 시흥리 208,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,,http://place.map.kakao.com/24893416,33.4742021,126.9110146
1070205978,CU 산방산유채꽃길점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 안덕면 사계리 1935,제주특별자치도 서귀포시 안덕면 산방로 261,,http://place.map.kakao.com/1070205978,33.2345690,126.3080621
1102850830,CU 서귀강정이어도로점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 강정동 927-1,제주특별자치도 서귀포시 이어도로 793,1577-3663,http://place.map.kakao.com/1102850830,33.2366296,126.5001085
592664874,CU 서귀강정천점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 강정동 2881-6,제주특별자치도 서귀포시 이어도로 638,,http://place.map.kakao.com/592664874,33.2338100,126.4843791
1834170605,CU 서귀남원태위로점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 남원읍 남원리 209-1,제주특별자치도 서귀포시 남원읍 태위로 703,,http://place.map.kakao.com/1834170605,33.2798940,126.7215673
26896233,CU 서귀논짓물점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 하예동 574,제주특별자치도 서귀포시 논짓물로 15-10,064-738-3654,http://place.map.kakao.com/26896233,33.2365971,126.3879514
662641906,CU 서귀대정상모점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 대정읍 상모리 4095-4,제주특별자치도 서귀포시 대정읍 상모로273번길 42,010-4411-0137,http://place.map.kakao.com/662641906,33.2199922,126.2586969
708962123,CU 서귀대정시계탑점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 대정읍 하모리 918-1,제주특별자치도 서귀포시 대정읍 하모이삼로52번길 18-3,,http://place.map.kakao.com/708962123,33.2220064,126.2537165
1561405126,CU 서귀대정점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 서귀포시 대정읍 하모리 807-2,제주특별자치도 서귀포시 대정읍 영서중로 20,,http://place.map.kakao.com/1561405126,33.2211698,126.2558454
