id,place_name,category_name,category_group_code,address_name,road_address_name,phone,place_url,lat,lon
674577850,큰돈가 본점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 대정읍 상모리 126-7,,,http://place.map.kakao.com/674577850,33.2084170,126.2912938
1234792704,큰돈가 중문점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 2505-2,,,http://place.map.kakao.com/1234792704,33.2552499,126.4151207
17576929,클럽다인리조트 주차장1,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 고내리 79-5,제주특별자치도 제주시 애월읍 애월해안로 400-14,,http://place.map.kakao.com/17576929,33.4711578,126.3509057
17578338,클럽다인리조트 주차장2,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 고내리 79-8,제주특별자치도 제주시 애월읍 애월해안로 400-9,,http://place.map.kakao.com/17578338,33.4713663,126.3511193
487403691,타무라 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 조천읍 대흘리 1665-2,제주특별자치도 제주시 조천읍 중산간동로 670,,http://place.map.kakao.com/487403691,33.4989399,126.6568762
20596043,타미우스CC 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 봉성리 52-5,제주특별자치도 제주시 애월읍 화전길 201,,http://place.map.kakao.com/20596043,33.3519669,126.3870679
772176995,타임바이어 로스터즈 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 하귀2리 2601-4,,,http://place.map.kakao.com/772176995,33.4837660,126.3942624
1543152796,탐라가든 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 삼도이동 632-7,제주특별자치도 제주시 서사로 51,,http://place.map.kakao.com/1543152796,33.5077646,126.5202674
20580912,탐라도서관 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 노형동 3812-1,제주특별자치도 제주시 정원로 50,,http://place.map.kakao.com/20580912,33.4782085,126.4774436
25610833,탐라빌아파트서쪽 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 제주시 노형동 2589-1,,,http://place.map.kakao.com/25610833,33.4835464,126.4701059
522734929,탐라장애인종합복지관 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 이도일동 1660,,,http://place.map.kakao.com/522734929,33.5016579,126.5251245
1329960586,탐라중학교 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 제주시 아라이동 3008-3,제주특별자치도 제주시 신설로11길 8-6,,http://place.map.kakao.com/1329960586,33.4913972,126.5446634
9480304,탑동 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 제주시 삼도이동 1257,,,http://place.map.kakao.com/9480304,33.5183160,126.5198303
1605681527,탑동 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도일동 1280-5,,010-4922-4052,http://place.map.kakao.com/1605681527,33.5149380,126.5245730
1773622034,탑동공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 제주시 삼도이동 1257,,,http://place.map.kakao.com/1773622034,33.5183213,126.5197947
1228100970,탑동입구노상공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 제주시 건입동 1429,,,http://place.map.kakao.com/1228100970,33.5164004,126.5257586
9545103,탑동제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 제주시 삼도이동 1263,,,http://place.map.kakao.com/9545103,33.5173033,126.5237506
1280184023,탑동제1공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 제주시 삼도이동 1263,제주특별자치도 제주시 탑동로2길 4,1899-8852,http://place.map.kakao.com/1280184023,33.5172689,126.5241738
20587954,탑마트 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 용담이동 2581,,,http://place.map.kakao.com/20587954,33.5097694,126.5116311
1347584937,탑부평 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 건입동 1383,제주특별자치도 제주시 관덕로15길 28,,http://place.map.kakao.com/1347584937,33.5156592,126.5269133
20587958,탑주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 삼도이동 20-8,제주특별자치도 제주시 중앙로8길 8,,http://place.map.kakao.com/20587958,33.5151724,126.5238581
20580869,테너랑알토랑펜션 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 구좌읍 김녕리 1612-1,제주특별자치도 제주시 구좌읍 김녕로9길 22-5,,http://place.map.kakao.com/20580869,33.5557660,126.7486750
1875540548,테디베어뮤지엄 제주점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 2889,제주특별자치도 서귀포시 중문관광로110번길 31,,http://place.map.kakao.com/1875540548,33.2504111,126.4124810
1226371249,테라로사 서귀포점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 하효동 1306-1,제주특별자치도 서귀포시 칠십리로658번길 27-16,,http://place.map.kakao.com/1226371249,33.2494626,126.6187730
848093676,텐저린카페 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 법환동 1298-3,제주특별자치도 서귀포시 이어도로 880,,http://place.map.kakao.com/848093676,33.2362852,126.5087109
1715354550,토끼와거북이 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 용담삼동 2356,,,http://place.map.kakao.com/1715354550,33.5189882,126.4921462
27424699,토비스콘도 주차장1,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 애월리 2505,제주특별자치도 제주시 애월읍 애월로1길 8,,http://place.map.kakao.com/27424699,33.4628624,126.3119764
27424700,토비스콘도 주차장2,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 애월리 2504-1,제주특별자치도 제주시 애월읍 애월로1길 8,,http://place.map.kakao.com/27424700,33.4628222,126.3125317
1281832642,투루파킹 다이소 제주시청점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 이도이동 1176-35,,,http://place.map.kakao.com/1281832642,33.5005409,126.5308342
978121082,투썸플레이스 서귀포신시가지점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 법환동 745-3,,,http://place.map.kakao.com/978121082,33.2517527,126.5103306
1152790131,트로피컬하이드어웨이 브런치카페 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 대정읍 상모리 87-22,제주특별자치도 서귀포시 대정읍 형제해안로 284,,http://place.map.kakao.com/1152790131,33.2091141,126.2913289
17571600,파라다이스호텔제주 주차장1,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 토평동 511,제주특별자치도 서귀포시 칠십리로 228-13,,http://place.map.kakao.com/17571600,33.2468881,126.5784206
17574083,파라다이스호텔제주 주차장2,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 토평동 511,제주특별자치도 서귀포시 칠십리로 228-13,,http://place.map.kakao.com/17574083,33.2473314,126.5783455
1805639225,파르나스호텔제주 1주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 3039-1,제주특별자치도 서귀포시 중문관광로72번길 100,,http://place.map.kakao.com/1805639225,33.2458590,126.4055186
1794214071,파르나스호텔제주 2주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 3039-1,제주특별자치도 서귀포시 중문관광로72번길 100,,http://place.map.kakao.com/1794214071,33.2466252,126.4054705
1805699303,파르나스호텔제주 3주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 3039-1,제주특별자치도 서귀포시 중문관광로72번길 100,,http://place.map.kakao.com/1805699303,33.2472055,126.4061533
1935769208,파크골프장 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 서홍동 648-3,제주특별자치도 서귀포시 남성중로 114-1,,http://place.map.kakao.com/1935769208,33.2440645,126.5567272
20588141,팡라오장애인주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 도두이동 1667,제주특별자치도 제주시 서해안로 289,,http://place.map.kakao.com/20588141,33.5091508,126.4767163
1904491290,퍼시픽랜드 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 2950-17,제주특별자치도 서귀포시 중문관광로 154-17,,http://place.map.kakao.com/1904491290,33.2443442,126.4153758
17933056,퍼시픽리솜 2주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 2950-17,제주특별자치도 서귀포시 중문관광로 154-17,,http://place.map.kakao.com/17933056,33.2444094,126.4154429
18629742,퍼시픽리솜 3주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 2950-17,제주특별자치도 서귀포시 중문관광로 154-17,,http://place.map.kakao.com/18629742,33.2451502,126.4157492
26772700,퍼시픽리솜 4주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 2950-4,제주특별자치도 서귀포시 중문관광로 154-17,,http://place.map.kakao.com/26772700,33.2444640,126.4159405
1793869110,페를로 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 안덕면 덕수리 2155-4,제주특별자치도 서귀포시 안덕면 덕수회관로74번길 33,,http://place.map.kakao.com/1793869110,33.2566640,126.3062954
456939723,평대리 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 제주시 구좌읍 평대리 3351-2,제주특별자치도 제주시 구좌읍 세평항로 13,,http://place.map.kakao.com/456939723,33.5249478,126.8530937
1745456906,포도뮤지엄 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 안덕면 상천리 837,,,http://place.map.kakao.com/1745456906,33.3192588,126.3855131
196590306,폴바셋 제주아라DT점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 아라이동 2436-9,,,http://place.map.kakao.com/196590306,33.4876619,126.5412408
847076310,폴스타 제주 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 오라일동 1063-5,제주특별자치도 제주시 연삼로 259,,http://place.map.kakao.com/847076310,33.4925722,126.5201188
801584064,폴에이리조트 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 법환동 978,제주특별자치도 서귀포시 월드컵로45번길 40,064-739-3001,http://place.map.kakao.com/801584064,33.2443289,126.5117648
345452958,퐁낭댁 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 안덕면 사계리 1948,,,http://place.map.kakao.com/345452958,33.2339032,126.3062092
1377144413,표선 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 서귀포시 표선면 표선리 709,,,http://place.map.kakao.com/1377144413,33.3262784,126.8306769
1010287121,표선 의례회관 앞 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 서귀포시 표선면 표선리 2078,제주특별자치도 서귀포시 표선면 표선관정로 48-36,1661-9408,http://place.map.kakao.com/1010287121,33.3270816,126.8234353
749272959,표선공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 서귀포시 표선면 표선리 701,제주특별자치도 서귀포시 표선면 표선중앙로 74-1,,http://place.map.kakao.com/749272959,33.3261373,126.8316395
426539295,표선공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 서귀포시 표선면 표선리 701,제주특별자치도 서귀포시 표선면 표선중앙로 74-1,,http://place.map.kakao.com/426539295,33.3263547,126.8317572
1933581462,표선농협 성읍지점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 표선면 성읍리 605-1,제주특별자치도 서귀포시 표선면 중산간동로 4632,,http://place.map.kakao.com/1933581462,33.3903349,126.8007515
189413270,표선농협 하나로마트 성읍점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 표선면 성읍리 602-1,,,http://place.map.kakao.com/189413270,33.3908937,126.8006535
1146766459,표선농협하나로마트 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 표선면 표선리 689,,,http://place.map.kakao.com/1146766459,33.3250359,126.8319906
58459203,표선민속마을 해비치 해변 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 서귀포시 표선면 표선리 40,제주특별자치도 서귀포시 표선면 민속해안로 615,,http://place.map.kakao.com/58459203,33.3249553,126.8405667
20519566,표선민속오일시장 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 표선면 표선리 996,제주특별자치도 서귀포시 표선면 표선동서로 203-1,,http://place.map.kakao.com/20519566,33.3223693,126.8302602
20593303,표선생활체육관주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 표선면 하천리 1832-1,제주특별자치도 서귀포시 표선면 한마음초등로 399,,http://place.map.kakao.com/20593303,33.3534063,126.8147594
1585549926,표선시가지내 노외공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 서귀포시 표선면 표선리 634-28,,,http://place.map.kakao.com/1585549926,33.3250321,126.8338465
414651287,푸주옥 도남점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 도남동 74,,,http://place.map.kakao.com/414651287,33.4921025,126.5297768
1153311470,풍천만가 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 연동 493-7,,,http://place.map.kakao.com/1153311470,33.4782907,126.4984163
628062520,풍천초등학교 앞 공영주차장(서귀포) 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 서귀포시 성산읍 신천리 862-6,제주특별자치도 서귀포시 성산읍 일주동로 5556,,http://place.map.kakao.com/628062520,33.3469996,126.8518914
20588255,플라자CC 제주주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 회천동 3-18,,,http://place.map.kakao.com/20588255,33.4501949,126.6338753
1794947802,플래닛제주 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 연동 271-8,,,http://place.map.kakao.com/1794947802,33.4900748,126.4907409
652702990,피규어뮤지엄제주 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 안덕면 상창리 1875-8,,,http://place.map.kakao.com/652702990,33.2818250,126.3556491
127879172,피즈 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 애월리 2481-3,,,http://place.map.kakao.com/127879172,33.4615712,126.3119543
616000736,픽스커피 화북공단점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 화북이동 948-1,,,http://place.map.kakao.com/616000736,33.5148652,126.5721183
2042859475,핑크헨젤 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 애월리 2543-3,,,http://place.map.kakao.com/2042859475,33.4628017,126.3094899
1511259206,하귀1리 235-4 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 하귀1리 235-4,,,http://place.map.kakao.com/1511259206,33.4819345,126.4133103
1001885720,하귀1리공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 제주시 애월읍 하귀1리 118-1,,1899-8852,http://place.map.kakao.com/1001885720,33.4858815,126.4144070
1597033579,하귀1지구 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 제주시 애월읍 하귀1리 235-4,,,http://place.map.kakao.com/1597033579,33.4819120,126.4133029
194175822,하귀1지구 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 제주시 애월읍 하귀1리 195-2,,,http://place.map.kakao.com/194175822,33.4850030,126.4132078
20580889,하귀1지구 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 제주시 애월읍 하귀1리 118-1,,,http://place.map.kakao.com/20580889,33.4858597,126.4143867
1734667122,하귀1지구 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 제주시 애월읍 하귀1리 176-3,,,http://place.map.kakao.com/1734667122,33.4858484,126.4138886
1904315064,하귀농협하나로마트 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 하귀1리 190-1,제주특별자치도 제주시 애월읍 일주서로 7136,,http://place.map.kakao.com/1904315064,33.4849299,126.4114739
17579374,하나로마트 제주시농협 1주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도이동 1,제주특별자치도 제주시 남광로 206,,http://place.map.kakao.com/17579374,33.5022065,126.5546131
18099800,하나로마트 제주시농협 2주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도이동 1,제주특별자치도 제주시 남광로 206,,http://place.map.kakao.com/18099800,33.5036436,126.5540978
18099801,하나로마트 제주시농협 3주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도이동 1,제주특별자치도 제주시 남광로 206,,http://place.map.kakao.com/18099801,33.5032449,126.5535531
18099802,하나로마트 제주시농협 4주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도이동 1,제주특별자치도 제주시 남광로 206,,http://place.map.kakao.com/18099802,33.5027916,126.5528667
17579375,하나로마트 제주시농협 주차장5,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도이동 1,제주특별자치도 제주시 남광로 206,,http://place.map.kakao.com/17579375,33.5034791,126.5524929
17581776,하나로마트 제주시농협 주차장6,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도이동 1,제주특별자치도 제주시 남광로 206,,http://place.map.kakao.com/17581776,33.5045964,126.5522934
17580187,하나로마트 제주시농협주차장7,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 일도이동 1,제주특별자치도 제주시 남광로 206,,http://place.map.kakao.com/17580187,33.5035910,126.5535255
1460249845,하나로마트 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 서호동 1615-11,,,http://place.map.kakao.com/1460249845,33.2508067,126.5197683
2074685005,하나로미니성산포점 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 성산읍 성산리 229-1,제주특별자치도 서귀포시 성산읍 성산중앙로 49,,http://place.map.kakao.com/2074685005,33.4640111,126.9337701
20588280,하나새마을금고 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 삼도일동 804-1,,,http://place.map.kakao.com/20588280,33.5087048,126.5197607
1631943313,하모3리마을회관옆 노외공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,제주특별자치도 서귀포시 대정읍 하모리 1077-1,,,http://place.map.kakao.com/1631943313,33.2216442,126.2495596
20588308,하모체육공원 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 대정읍 하모리 2139-8,,,http://place.map.kakao.com/20588308,33.2180698,126.2524863
1184861020,하이월드 제주 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 애월읍 애월리 2550,제주특별자치도 제주시 애월읍 애월북서길 54,,http://place.map.kakao.com/1184861020,33.4638853,126.3091457
516832239,하이파킹 다이소서귀포중문점,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 2081-1,제주특별자치도 서귀포시 일주서로 996,1522-0000,http://place.map.kakao.com/516832239,33.2589293,126.4044739
1847877026,하이파킹 제주노형오거리2 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 노형동 1289-5,제주특별자치도 제주시 도령로 1,,http://place.map.kakao.com/1847877026,33.4868764,126.4793649
2133464935,한경도서관 앞 주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",,제주특별자치도 제주시 한경면 신창리 247,제주특별자치도 제주시 한경면 두신로 84,,http://place.map.kakao.com/2133464935,33.3501103,126.1841046
17572972,한경체육관 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 한경면 고산리 1881-2,제주특별자치도 제주시 한경면 칠전로 41,,http://place.map.kakao.com/17572972,33.3008370,126.1841912
1358052578,한국건강관리협회 제주지부 제2주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 연동 1375-5,,,http://place.map.kakao.com/1358052578,33.4821165,126.4947264
494226157,한국건강관리협회 제주특별자치도지부 주차타워,"교통,수송 > 교통시설 > 주차장 > 주차빌딩",,제주특별자치도 제주시 연동 1375,,,http://place.map.kakao.com/494226157,33.4822508,126.4933969
20588414,한국병원주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 삼도일동 585-11,,,http://place.map.kakao.com/20588414,33.5004785,126.5169220
737993115,한국뷰티고등학교 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 제주시 한경면 고산리 2916,제주특별자치도 제주시 한경면 용고로 70,,http://place.map.kakao.com/737993115,33.3002629,126.1807994
