id,place_name,category_name,category_group_code,address_name,road_address_name,phone,place_url,lat,lon
20848368,1100고지휴게소 주차장,"교통,수송 > 교통시설 > 주차장",PK6,제주특별자치도 서귀포시 색달동 산 1-3,제주특별자치도 서귀포시 1100로 1555,,http://place.map.kakao.com/20848368,33.3576858,126.4627980
1169254259,1100휴게소농산물직판장,"가정,생활 > 식품판매",,제주특별자치도 서귀포시 회수동 271-3,제주특별자치도 서귀포시 1100로 236,064-736-8274,http://place.map.kakao.com/1169254259,33.2675588,126.4468465
654880818,CU 제주동부휴게소점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 제주시 조천읍 선흘리 1938-2,제주특별자치도 제주시 조천읍 번영로 1619,,http://place.map.kakao.com/654880818,33.4573166,126.7037312
1650987650,CU 제주서부휴게소점,"가정,생활 > 편의점 > CU",CS2,제주특별자치도 제주시 해안동 2137-1,,064-712-5545,http://place.map.kakao.com/1650987650,33.4643265,126.4554072
23971614,e-편한휴게소,"교통,수송 > 휴게소",,제주특별자치도 서귀포시 안덕면 사계리 117,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-9,,http://place.map.kakao.com/23971614,33.2337813,126.3115229
15553191,관음사휴게소,"교통,수송 > 휴게소",,제주특별자치도 제주시 오등동 산 180-4,제주특별자치도 제주시 산록북로 585,,http://place.map.kakao.com/15553191,33.4225184,126.5493004
2072794158,광평휴게소,"교통,수송 > 휴게소",,제주특별자치도 서귀포시 안덕면 광평리 211-3,제주특별자치도 서귀포시 안덕면 신화역사로685번길 255,,http://place.map.kakao.com/2072794158,33.3278106,126.3793624
1469637020,금악휴게소,"교통,수송 > 휴게소",,제주특별자치도 제주시 한림읍 금악리 3149-3,제주특별자치도 제주시 한림읍 용금로 1066,,http://place.map.kakao.com/1469637020,33.3486913,126.2836278
27470534,김녕어업인휴게소,"교통,수송 > 휴게소",,제주특별자치도 제주시 구좌읍 김녕리 4074-2,제주특별자치도 제주시 구좌읍 김녕항1길 50-15,,http://place.map.kakao.com/27470534,33.5578829,126.7399462
893330058,나니물휴게소,"음식점 > 일식 > 돈까스,우동",FD6,제주특별자치도 서귀포시 남원읍 한남리 1621,제주특별자치도 서귀포시 남원읍 서성로810번길 7,064-805-4900,http://place.map.kakao.com/893330058,33.3323605,126.6799298
