id,place_name,category_name,category_group_code,address_name,road_address_name,phone,place_url,lat,lon
50833508,25호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 삼양이동 2104-4,,,http://place.map.kakao.com/50833508,33.5243619,126.5851570
1006363533,26호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 삼양이동 2113-1,,,http://place.map.kakao.com/1006363533,33.5244887,126.5856139
1163591329,27호어린이공원,여행 > 공원,,제주특별자치도 제주시 삼양이동 2130-1,,,http://place.map.kakao.com/1163591329,33.5221301,126.5831827
1225789974,28호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 삼양이동 2179-10,,,http://place.map.kakao.com/1225789974,33.5201743,126.5839025
710148776,43호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 도두일동 2620,,,http://place.map.kakao.com/710148776,33.5039828,126.4648791
18214170,46호어린이공원,여행 > 공원,,제주특별자치도 제주시 연동 1962-1,,,http://place.map.kakao.com/18214170,33.4906322,126.4836196
24632893,48호어린이공원 농구장,"스포츠,레저 > 농구 > 농구장",,제주특별자치도 제주시 노형동 1041-10,,,http://place.map.kakao.com/24632893,33.4899301,126.4761433
1084863741,50호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 노형동 1066-1,,,http://place.map.kakao.com/1084863741,33.4885232,126.4777529
1302994102,51호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 노형동 1056-4,,,http://place.map.kakao.com/1302994102,33.4873166,126.4755694
794316485,52호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 노형동 1285-2,,,http://place.map.kakao.com/794316485,33.4854855,126.4766306
1163581560,53호어린이공원,여행 > 공원,,제주특별자치도 제주시 도련이동 578-5,,,http://place.map.kakao.com/1163581560,33.5149507,126.5899077
783363869,59호어린이공원,여행 > 공원 > 도시근린공원,,제주특별자치도 제주시 도련일동 1615-3,,,http://place.map.kakao.com/783363869,33.5068152,126.5900623
24632894,65호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 751-1,,,http://place.map.kakao.com/24632894,33.4778405,126.4801968
1163275809,71호어린이공원,여행 > 공원,,제주특별자치도 제주시 외도일동 438-3,,,http://place.map.kakao.com/1163275809,33.4915486,126.4278623
1164856068,73호어린이공원,여행 > 공원,,제주특별자치도 제주시 외도일동 455-1,,,http://place.map.kakao.com/1164856068,33.4900904,126.4276008
1165009356,75호어린이공원,여행 > 공원,,제주특별자치도 제주시 외도일동 493-3,,,http://place.map.kakao.com/1165009356,33.4880600,126.4283716
1165081520,77호어린이공원,여행 > 공원,,제주특별자치도 제주시 외도일동 453-2,,,http://place.map.kakao.com/1165081520,33.4907900,126.4338802
1174089844,89호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 2511-1,,,http://place.map.kakao.com/1174089844,33.4845529,126.4710240
1154397133,90호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 2514-1,,,http://place.map.kakao.com/1154397133,33.4834430,126.4716473
1174212644,91호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 2517-4,,,http://place.map.kakao.com/1174212644,33.4822432,126.4723421
703490518,92호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 2531-5,,,http://place.map.kakao.com/703490518,33.4847959,126.4730539
24632895,93호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 2597-1,,,http://place.map.kakao.com/24632895,33.4813932,126.4726054
1174256178,94호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 2585-2,제주특별자치도 제주시 수덕로 78,,http://place.map.kakao.com/1174256178,33.4843007,126.4685594
1174301273,95호어린이공원,여행 > 공원,,제주특별자치도 제주시 노형동 2583-1,제주특별자치도 제주시 수덕로 44,,http://place.map.kakao.com/1174301273,33.4880307,126.4713300
